Index,target,PCA_1,PCA_2,tSNE_1,tSNE_2
0,0.7047325,2.6424634,-1.3367379,44.385685,-7.6885033
1,0.65560484,2.0704176,-1.3727521,35.849213,-8.865558
2,0.7301311,2.3404408,-1.3827863,39.838013,-8.618059
3,0.761047,3.3331559,-1.2986827,51.628292,-7.688277
4,0.6735665,2.7119586,-1.4533759,43.96996,-8.399863
5,0.7317585,2.920699,-1.3576912,46.629116,-8.321229
6,0.8509952,3.2813997,-1.3222897,51.38529,-7.0633183
7,0.6753986,2.043861,-1.3082188,35.032093,-9.384366
8,0.6851335,2.3278213,-1.3914192,39.996433,-8.788097
9,0.8324486,3.2174067,-1.3652093,50.70765,-7.670034
10,0.6742535,1.4372642,-1.1292723,21.00423,-11.194897
11,0.83150774,2.835232,-1.2957319,45.94466,-7.68879
12,0.678693,2.9721975,-1.3993548,47.663643,-8.105449
13,0.77100295,3.255018,-1.3849063,50.668,-8.277032
14,0.7109414,2.4428372,-1.4684795,40.305412,-8.019498
15,0.68208605,3.2069197,-1.3711374,50.19274,-8.238116
16,0.70449543,1.642568,-1.1969911,24.933016,-10.869375
17,0.66480696,1.828793,-1.3470875,29.554947,-7.812359
18,0.6898997,1.8124284,-1.2680792,31.452778,-8.733984
19,0.8344395,1.9407338,5.5365076,9.734062,23.988993
20,0.65539986,1.5813588,-1.081591,23.275366,-10.065587
21,0.7018898,2.4445958,-1.3556259,39.921932,-7.5746846
22,0.916334,1.0310059,-0.9049068,13.687429,-8.767601
23,0.67941463,1.8805588,4.685917,8.8420725,20.629694
24,0.6567671,1.9238814,5.203123,9.52307,22.740952
25,0.77618307,3.4098272,-1.1154636,52.28583,-8.251844
26,0.8648826,1.9816381,5.792553,8.956767,25.127035
27,0.736356,1.9728277,4.647196,9.932756,20.472206
28,0.84153414,3.243313,-1.2924789,50.729927,-8.159888
29,0.6546648,1.9093343,5.258839,8.699646,22.999075
30,0.70737416,3.2396045,-1.2242979,50.55033,-8.780843
31,0.7126492,2.7846327,-1.2913637,44.998066,-8.188531
32,0.7299003,3.100564,-1.3722255,49.466835,-7.7405915
33,0.91217464,3.0826502,-1.361053,48.643536,-8.389952
34,0.68181866,1.9346895,5.3382044,9.486587,23.323801
35,0.6639527,1.806885,-1.2875036,31.418442,-9.2827
36,1.0597229,3.3944008,-0.8618684,52.491287,-8.977993
37,0.68314475,3.388285,-1.0959828,52.380688,-8.491805
38,0.7154072,1.8728294,-1.2551945,32.9059,-10.249089
39,0.69530183,1.6887662,-1.2240522,29.781519,-10.845297
40,0.6613885,2.7704725,-1.3247143,44.149666,-8.281494
41,0.7726146,1.8615763,-1.1850653,32.444904,-9.630374
42,0.6884729,2.9412017,-1.2365972,47.390656,-7.8208685
43,0.707251,1.929763,5.5452275,9.934343,24.246872
44,0.9472525,3.3021865,-1.0048007,51.660362,-9.224478
45,0.7236873,2.6518435,-1.3242155,43.06295,-8.135601
46,0.7919123,1.9215395,-1.2813884,32.648766,-9.688284
47,0.7125077,2.54787,-1.4304911,41.548492,-8.119073
48,0.67908347,2.6773403,-1.3666681,42.63985,-7.779975
49,0.81379974,1.9501159,5.556278,8.432737,24.011024
50,1.14415,2.0042582,5.925906,8.949264,25.78394
51,0.70751417,1.6065307,-1.1938092,24.501997,-6.1239853
52,0.87530017,2.027504,5.9882903,8.464401,25.751318
53,0.78691846,3.0288548,-1.1517655,50.54226,-6.2812324
54,0.77072936,1.9737259,5.7637343,8.430579,25.015518
55,0.6608632,1.1405383,-1.005575,16.056124,-11.552195
56,0.8748907,3.0819001,-1.3087728,49.58786,-7.48186
57,0.66906583,2.3160796,-1.1084057,39.293186,-6.94437
58,0.8726341,3.1541848,-1.3468058,50.158634,-7.546659
59,0.66346383,1.6325688,-1.2579029,24.6927,-7.025892
60,0.70640284,2.9663832,-1.1726727,50.13866,-6.3096776
61,0.8120579,2.340386,-1.2820835,39.79717,-9.140123
62,0.7109505,2.8298504,-1.2888405,47.52766,-7.270119
63,0.9349133,2.7840104,-1.3349048,46.18095,-7.6403193
64,1.1596075,1.9974465,5.907744,9.5176525,25.778488
65,0.69463724,2.8679552,-1.3808869,45.5914,-8.341843
66,0.74453706,2.9019735,-1.3920428,46.445637,-8.229734
67,0.6671339,2.3843682,-1.3181783,39.155014,-7.1072884
68,0.6770131,2.0327692,-1.350686,33.58333,-8.014396
69,0.7824607,1.9029596,4.8292484,8.874889,21.162651
70,0.7662557,2.304213,-1.3856618,38.775333,-7.9543242
71,0.825554,1.9457388,5.4926057,8.600537,23.764359
72,0.8541577,3.28705,-1.2978737,51.47241,-6.9223824
73,0.75307375,3.3073614,-1.3059117,51.697765,-7.096905
74,0.7927087,1.8754157,5.1112022,9.1786995,22.25154
75,0.6950363,3.1290865,-0.9185674,50.04677,-8.8798685
76,0.81377435,2.9045956,-1.271427,47.36453,-7.6511784
77,0.67362386,2.4378514,-1.530143,40.045326,-7.460525
78,0.78292215,1.966074,5.69086,9.936051,24.75102
79,0.7593829,2.8888335,-1.4382328,45.661076,-8.662802
80,0.7891008,2.003159,5.896777,9.887014,25.770432
81,0.66477334,1.8605802,4.9838724,8.681288,21.689125
82,0.7217702,1.906219,5.1614084,9.571558,22.480843
83,0.7573886,1.9619955,5.6949034,9.205464,24.655178
84,0.9122613,1.9565468,5.6861434,8.779808,24.679039
85,0.8964753,1.7590119,-1.004761,32.141117,-5.1101537
86,0.7566408,2.7467408,-1.3769339,45.175716,-7.982217
87,0.67784876,3.0471585,-1.3298783,49.06882,-7.5528164
88,0.9056362,2.3933957,-1.5124229,39.27784,-7.87724
89,0.99094194,2.7223372,-1.1781468,45.101753,-7.336703
90,0.6892792,1.9686993,5.554619,8.948222,23.956726
91,0.72473073,3.3400846,-1.3402791,51.360172,-8.435888
92,0.68215114,2.7198167,-1.2967235,45.50945,-7.4074874
93,0.86017126,1.9413111,5.56986,9.45521,24.122581
94,0.6823869,1.8422091,5.083371,8.673296,22.150295
95,0.8661452,3.3457785,-0.99615574,51.98314,-9.057292
96,0.690725,2.7970047,-1.3458998,44.07938,-8.601974
97,0.74126637,1.8508577,5.2218933,8.459635,22.904694
98,0.6723381,2.174772,-1.3519137,37.29449,-7.828535
99,0.67556304,2.6678236,-1.3328614,43.91806,-7.819014
100,0.7209877,1.8225441,4.4745746,8.816906,19.703741
101,0.73489034,2.96242,-1.4395766,47.04167,-8.545859
102,0.7211007,1.564928,-1.2014685,23.868473,-7.3358855
103,0.8069836,2.7479763,-1.1379464,47.522484,-6.963687
104,0.749623,3.397651,-1.1205178,51.94931,-8.605912
105,0.66933084,2.1129181,4.4317455,9.983105,19.784092
106,0.72774225,3.1772616,-1.3199292,49.93634,-8.192717
107,0.68472296,0.81729686,-0.8017694,10.441773,-7.349652
108,0.66548663,3.1762116,-1.2870612,49.401867,-8.842731
109,0.65799,3.321135,-1.2991613,51.355835,-7.973412
110,0.9251059,2.004538,5.8551865,9.97317,25.317986
111,0.66243535,1.56761,3.5152936,8.714336,16.163193
112,0.49352545,1.2276042,-1.0793763,17.534966,-11.752307
113,0.5037803,1.3815361,-1.089587,20.35415,-11.8966465
114,0.53528845,2.143679,-1.3278564,36.037598,-8.97771
115,0.5045395,1.4655648,-1.1818773,22.819582,-8.297937
116,0.5514143,1.1115966,-1.0167352,14.86221,-12.734483
117,0.516274,1.6393051,-1.2725111,26.703531,-7.9457326
118,0.519121,1.7578205,-1.3350115,28.39252,-7.8471427
119,0.52823305,-0.9159137,-0.10978855,-16.19876,-3.9510093
120,0.5484625,1.7955055,-1.304928,30.941393,-9.337519
121,0.5149307,-0.22224754,-0.22208136,-11.801474,-3.5179012
122,0.5249436,0.03590412,-0.44838125,-10.066957,-3.6187172
123,0.5231539,1.6941041,-1.2661766,27.530298,-7.5961266
124,0.53990024,1.5412744,-1.2608222,24.143343,-8.443164
125,0.5313788,1.5589241,1.804327,8.934341,11.137465
126,0.5036333,1.8034928,1.16656,9.946634,9.597457
127,0.51201004,1.2746934,-0.740939,11.715673,1.2789594
128,0.53736496,-1.6093682,0.19686429,-25.04836,-3.1517656
129,0.51039934,1.0098963,1.0247746,8.256378,8.371477
130,0.5138023,0.8958965,-0.8389296,11.8999,-8.343021
131,0.49094117,1.704917,2.806926,9.199905,14.156452
132,0.523794,1.7515401,2.5513744,9.325619,13.38383
133,0.5093096,1.3818887,1.104797,9.059842,8.903379
134,0.5507614,1.4744009,2.9166417,8.613208,14.519767
135,0.5432291,1.1122295,-0.37589395,9.699471,2.3051376
136,0.49199113,-1.8876445,0.049271688,-30.328897,-4.8178287
137,0.54160905,-1.4815605,0.030601341,-24.697931,-7.3701463
138,0.5086439,1.1723336,-0.7196173,11.4291525,0.9310234
139,0.51396465,1.3744419,1.7320971,8.651271,10.6862955
140,0.5408755,-0.35671136,-0.2719712,-12.464393,-4.059185
141,0.51827675,1.3872355,-1.0803435,18.54627,-4.6422772
142,0.5053847,0.9356318,-0.78157467,9.653507,-2.9567277
143,0.50039786,1.6190201,3.3168619,8.832185,15.614044
144,0.49670103,1.9262894,-0.7744587,32.544724,-4.1512995
145,0.49609175,1.5780542,0.20953912,10.047941,5.767342
146,0.5475454,1.786874,-1.3226184,28.941872,-7.692319
147,0.53596157,2.163496,1.6369618,10.395468,11.138979
148,0.53272986,-0.7698749,-0.13353567,-15.350904,-3.625106
149,0.54490715,1.8022453,-1.31725,30.911192,-9.1562605
150,0.52028775,2.066469,-1.211245,35.47445,-9.625229
151,0.51274663,1.3177757,-1.1085784,18.699202,-11.634122
152,0.5543858,1.7377682,-1.3201729,29.032448,-10.058212
153,0.5422951,1.6384385,3.5164192,8.996959,16.234575
154,0.5057045,1.4239922,-1.1327243,21.056845,-12.19248
155,0.53278875,1.9520911,5.615461,8.903047,24.309303
156,0.5045006,1.3329711,-1.0759162,18.160625,-4.875568
157,0.50830424,-1.1452649,-0.072397865,-18.963406,-6.4144974
158,0.5323962,1.5837772,-1.2951934,24.852922,-9.397147
159,0.5056658,1.4160246,-1.0955749,18.732939,-7.3253036
160,0.5419976,2.1160834,1.8165812,10.318856,11.76651
161,0.5210947,1.7093031,-0.5110984,11.863534,3.0777464
162,0.53818953,0.6143012,-0.16930212,6.5708,1.3992224
163,0.5394998,2.0490663,-1.3182882,35.935345,-7.668558
164,0.50882596,1.7043697,-1.2949961,27.711248,-8.6132765
165,0.5026745,0.37032574,-0.61360776,3.2233386,-4.036595
166,0.54581416,1.9641936,-1.1913705,34.8477,-10.132953
167,0.49716946,2.110082,-1.3094617,34.694527,-7.7617707
168,0.49158067,1.297737,-1.1000143,17.769497,-5.4417486
169,0.5074646,0.5965447,1.2387545,7.5512977,8.432981
170,0.5573971,1.897005,3.7947752,9.532258,17.087475
171,0.49224886,1.3760897,-0.56334424,11.406568,2.1292412
172,0.5286601,0.5433533,-0.6562601,5.7925434,-2.3250723
173,0.5318549,1.839329,0.11016252,10.6291,5.854876
174,0.5418331,1.9890656,4.941076,9.631002,21.502218
175,0.534278,1.657306,-1.3514568,26.462646,-8.568216
176,0.54661465,1.4422631,-1.0939175,21.533623,-7.531576
177,0.4936027,1.8098693,3.1136997,9.529386,14.994214
178,0.5065729,1.7593912,-1.3616015,28.407185,-8.196122
179,0.5364149,1.7717121,-1.1688454,32.563927,-11.124857
180,0.5278559,0.40436623,-0.6373872,3.5048811,-3.6894794
181,0.52340585,0.77910054,-0.79781204,10.01741,-7.002756
182,0.55746967,1.9812416,3.3182793,9.8984785,15.59276
183,0.5293693,1.5676847,-1.2001042,24.329817,-11.304057
184,0.5380876,1.9783963,-1.1559814,34.45929,-9.59575
185,0.52223206,1.8057183,-1.3800627,29.081003,-8.25581
186,0.49491084,0.20998996,-0.4799044,1.8640941,-2.2660048
187,0.49819678,0.729143,0.1826912,7.777821,4.615137
