index,target,PCA_1,PCA_2,tSNE_1,tSNE_20,0.7047325,4.119498,2.6271713,29.611893,-0.85004604
1,0.65560484,3.2852988,-0.07406716,20.59504,-14.230552
2,0.7301311,4.746079,3.003921,37.290684,1.7803231
3,0.761047,4.484448,2.932882,33.04264,2.5774226
4,0.6735665,4.3959455,2.4192123,30.79304,-4.512515
5,0.7317585,4.740348,3.0253131,37.497433,2.2525094
6,0.8509952,4.696409,3.0210679,36.744667,2.2514405
7,0.6753986,4.1383467,2.6349897,29.433554,-0.8461219
8,0.6851335,4.2308965,2.6713247,30.253153,-0.7790438
9,0.8324486,4.653307,2.9429784,36.52816,1.3708732
10,0.6742535,4.095703,2.6628487,29.219336,-0.60626554
11,0.83150774,4.6290226,3.0019088,36.010845,2.1556783
12,0.678693,4.5879183,2.8762438,35.84579,0.51621896
13,0.77100295,4.6103854,3.0709052,34.662754,3.645496
14,0.7109414,4.3499665,2.7066042,30.990173,0.26924428
15,0.68208605,4.4518337,2.9453824,32.799652,2.3906279
16,0.70449543,4.303603,2.7888563,31.875294,0.09155832
17,0.66480696,1.271848,-2.4286969,10.697601,-24.003214
18,0.6898997,1.2370594,-2.1102,9.977318,-21.001974
19,0.8344395,4.0332685,2.192582,29.062983,-3.9410021
20,0.65539986,2.312425,-0.13994801,18.048672,-12.565429
21,0.7018898,1.5075276,-2.418475,13.551254,-22.270086
22,0.916334,0.1469089,-1.719759,-22.831608,-17.306335
23,0.67941463,2.382119,-1.03382,17.551046,-15.056792
24,0.6567671,2.1906214,-1.295949,16.93081,-15.762089
25,0.77618307,4.4080906,3.0736163,31.977001,3.7083807
26,0.8648826,4.620382,2.8685064,36.661045,0.27725086
27,0.736356,3.213753,1.2653044,25.773273,-5.6636753
28,0.84153414,4.538247,3.0173485,34.23259,2.9507322
29,0.6546648,4.0060487,1.7944875,28.569883,-5.670884
30,0.70737416,4.2199373,2.5687876,30.579546,-1.3318111
31,0.7126492,4.737065,3.0261114,37.407997,2.2268043
32,0.7299003,4.6206245,2.9155498,36.193703,1.0764363
33,0.91217464,4.6162124,2.9524908,35.702614,1.7097319
34,0.68181866,3.19658,-0.07912863,20.261194,-13.888906
35,0.6639527,0.98171586,-2.310984,8.786877,-22.422716
36,1.0597229,4.622414,2.9986846,35.472492,3.231427
37,0.68314475,4.603701,2.9748108,35.35622,2.722682
38,0.7154072,4.0733333,2.5388227,29.045256,-1.4295099
39,0.69530183,3.9200385,2.4097185,28.407965,-1.5974643
40,0.6613885,3.6098902,1.2849073,26.780111,-6.059986
41,0.7726146,4.419184,2.8940914,32.767662,1.3233386
42,0.6884729,4.5730247,2.9814026,35.115513,1.9446617
43,0.707251,3.7880712,2.015976,27.629333,-4.226132
44,0.9472525,4.4894924,2.9514756,33.720707,2.753165
45,0.7236873,4.096038,2.6203792,28.90493,-0.48538586
46,0.7919123,1.6317227,-2.0001059,14.036531,-19.342203
47,0.7125077,3.6854148,1.3028506,27.483343,-6.2934833
48,0.67908347,3.9302392,2.2404494,27.450424,-3.1297889
49,0.81379974,4.359556,2.3284683,30.38875,-4.665063
50,1.14415,4.4797187,2.8576458,33.83476,0.420825
51,0.70751417,1.5734726,-2.1688175,14.372855,-20.863195
52,0.87530017,4.0797853,2.7246668,29.179647,1.147729
53,0.78691846,4.422603,2.6877897,33.352512,-3.40547
54,0.77072936,4.722153,2.9584348,37.635273,1.041121
55,0.6608632,0.29397565,-1.8785896,-11.305393,-19.343496
56,0.8748907,4.6005726,2.960107,35.807545,1.4518799
57,0.66906583,3.0923576,-0.23442452,19.7218,-14.013364
58,0.8726341,4.620441,2.974526,36.10932,1.7166475
59,0.66346383,4.670404,3.0326443,36.37537,2.6924572
60,0.70640284,4.2877913,2.5788949,33.01726,-3.621198
61,0.8120579,4.4446507,2.9236174,33.127163,1.6299337
62,0.7109505,4.0617294,1.9826831,29.480156,-5.7425795
63,0.9349133,4.4827027,2.8822129,34.243496,0.65402734
64,1.1596075,4.457751,2.8287282,33.583614,0.069811225
65,0.69463724,4.695854,3.0289989,36.84561,2.551768
66,0.74453706,4.6322327,3.0309026,35.79051,2.8138216
67,0.6671339,4.332496,2.8339617,31.57357,1.6679481
68,0.6770131,4.3905964,2.8878436,32.09492,2.2049046
69,0.7824607,1.4620751,-2.397236,12.830039,-20.86762
70,0.7662557,2.1374135,-1.5188727,17.154337,-17.16825
71,0.825554,3.8942575,1.4241443,27.929018,-6.169057
72,0.8541577,4.6883135,3.0070643,36.702923,1.9963633
73,0.75307375,4.7082686,3.0416005,36.914497,2.7095175
74,0.7927087,3.9574416,1.5364566,28.22048,-6.1422396
75,0.6950363,4.6291327,2.807668,36.7237,-0.21177453
76,0.81377435,4.4284487,2.7827106,33.323097,-0.29422206
77,0.67362386,2.6343307,-1.3844913,19.040764,-17.179493
78,0.78292215,4.128071,2.5117893,29.855673,-1.7837121
79,0.7593829,4.793213,3.117001,37.692738,3.0809352
80,0.7891008,4.3563366,2.7322965,32.319874,-0.63707095
81,0.66477334,2.6215527,0.10687671,18.723824,-12.462939
82,0.7217702,2.6788392,-0.37346172,18.60749,-13.596878
83,0.7573886,4.740486,2.9891875,37.813255,1.3241761
84,0.9122613,4.752976,2.9963984,37.965378,1.4040892
85,0.8964753,3.134796,0.06769458,20.086607,-13.505942
86,0.7566408,4.4142137,2.8161304,33.039623,0.36084035
87,0.67784876,4.320852,2.7570226,32.080627,-0.35052004
88,0.9056362,4.6069875,3.0695896,34.674698,3.6162744
89,0.99094194,4.398153,2.8866775,32.701035,1.0638345
90,0.6892792,3.7466815,2.2558377,26.896372,-3.078492
91,0.72473073,4.651453,3.1317627,34.663666,4.1933136
92,0.68215114,3.8806572,2.4281802,28.219988,-1.455823
93,0.86017126,4.567419,2.7198231,36.376354,-0.6416257
94,0.6823869,3.376695,1.9065336,25.990147,-3.883779
95,0.8661452,4.5558066,2.9983988,34.492825,3.094901
96,0.690725,4.036908,2.4071677,27.821983,-2.7390077
97,0.74126637,4.1287694,1.7903813,28.825066,-5.841875
98,0.6723381,1.5508975,-1.9084955,14.139049,-18.12562
99,0.67556304,4.6644177,3.090386,35.885887,3.4186924
100,0.7209877,1.7585938,-1.8115913,14.590093,-17.321465
101,0.73489034,3.758209,0.59506726,21.168036,-13.317986
102,0.7211007,1.581305,-2.2035906,13.895869,-20.315128
103,0.8069836,3.6101909,1.2244856,27.57326,-6.756243
104,0.749623,4.3663917,2.993116,31.716341,3.4310133
105,0.66933084,3.1673667,0.6874631,25.555334,-6.7650113
106,0.72774225,4.30854,2.6280522,31.10628,-0.7589178
107,0.68472296,0.46917132,-2.1309593,-9.951281,-22.498594
108,0.66548663,4.015399,2.492084,27.680122,-2.4640703
109,0.65799,4.286188,2.7314003,30.486212,0.79731876
110,0.9251059,4.340091,2.7388535,31.798407,-0.42943513
111,0.66243535,2.3735878,-0.5089917,17.654333,-13.11748
112,0.49352545,0.60323256,-2.0525763,-2.6672914,-19.322098
113,0.5037803,1.0834441,-1.8354112,9.733947,-17.453472
114,0.53528845,0.9057196,-2.2132208,2.8767426,-21.522974
115,0.5045395,0.998242,-2.3533037,3.489365,-22.473188
116,0.5514143,1.4535642,-1.7904047,13.24224,-17.810658
117,0.516274,0.8170845,-2.36815,0.04313297,-23.3577
118,0.519121,1.2008002,-2.4798925,10.051968,-24.529202
119,0.52823305,-1.2809376,0.9703654,-21.865295,7.114826
120,0.5484625,1.2088529,-2.2475128,10.323441,-21.902231
121,0.5149307,0.6942645,-2.1751835,-0.9999569,-19.827835
122,0.5249436,0.29264703,-1.8953949,-11.463237,-19.461437
123,0.5231539,1.0467397,-2.4966593,8.70259,-25.720846
124,0.53990024,0.77939034,-2.4408956,0.49594444,-25.522081
125,0.5313788,0.76599973,-2.44283,0.7339263,-26.429226
126,0.5036333,0.7356822,-2.505025,-0.118324,-26.924397
127,0.51201004,0.67907405,-2.3607085,-1.0237188,-25.035122
128,0.53736496,-0.9467548,0.4951427,-18.677588,1.1171321
129,0.51039934,-0.5482624,0.7406066,-21.3138,0.07678462
130,0.5138023,0.28231493,-1.9319968,-23.57368,-18.59647
131,0.49094117,1.1185759,-2.3519201,9.283383,-23.189291
132,0.523794,1.4521977,-2.2100604,13.270717,-21.578373
133,0.5093096,0.83294046,-2.395307,1.6082871,-25.79015
134,0.5507614,0.89168984,-2.3900023,2.3343668,-25.437302
135,0.5432291,0.4116202,-1.9967031,-10.153044,-20.517984
136,0.49199113,-1.426103,1.0252835,-22.395033,9.091714
137,0.54160905,0.5471766,-1.931954,-6.02009,-19.185835
138,0.5086439,0.61835784,-2.2800598,-1.8432933,-24.52768
