material_id,es_source_calc_id,formula_pretty,predicted_zT,tSNE_1,tSNE_2,cluster,cluster_sorted,nsites,nelements,volume,density,density_atomic,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,equilibrium_reaction_energy_per_atom,band_gap,cbm,vbm,efermi,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites,k_voigt,k_reuss,k_vrh,g_voigt,g_reuss,g_vrh,universal_anisotropy,homogeneous_poisson,e_total,e_ionic,e_electronic,n
mp-675750,mp-741525,Ca(Ga3Te5)2,0.8677361,36.99274,-16.45147,1,9,34,3,1125.0132650162200,5.120056118973090,33.08862544165370,-3.517715038529410,-3.765950332647060,-0.7302306298039210,0.0,-0.0039482911764698,0.8979000000000000,4.078,3.1801,3.20255781,0.0,0.0,0.0,0,0,,,,,,,,,,,,
mp-680450,mp-742265,K2LiSn4,0.45628643,24.332468,-2.2569873,5,8,112,3,3887.5016966723100,3.827094123783890,34.70983657743140,-3.174258316875,-3.174258316875,-0.2931142910654760,0.0,-0.0172982931607155,0.6937000000000000,3.9629,3.2692,3.19483707,6.85E-05,1.76205710877595E-08,4.28125E-06,0,0,,,,,,,,,,,,
mp-570311,mp-743358,K4Sr2SnAs4,0.62233686,34.80075,-17.627075,1,9,66,4,2251.782951396440,3.318579486892390,34.11792350600670,-3.4478591303030300,-3.4478591303030300,-0.6781656603333330,0.0,-0.0220761728181808,0.5377000000000000,2.2766,1.7389,1.79805657,0.0483389,2.14669446582419E-05,0.0080564833333333,0,0,,,,,,,,,,,,
mp-29462,mp-744137,NaGa3Te5,0.6408171,37.73884,-15.836348,1,9,36,3,1134.9574976185800,5.092464285458580,31.526597156071700,-3.3736009266666700,-3.6080453711111100,-0.7054517235983390,0.0,-0.0299656105555361,0.9919000000000000,3.9911,2.9992,3.0517834,0.0,0.0,0.0,0,0,,,,,,,,,,,,
mp-32755,mp-744138,La2Te3,0.7217702,35.87584,-11.131008,1,9,40,2,1374.4200279015400,6.385065708730690,34.360500697538500,-5.46460132175,-5.71780132175,-1.85741494375,0.0,-0.060896932624999,0.9992,7.5672,6.568,6.63542644,0.0,0.0,0.0,0,0,,,,,,,,,,,,
mp-34292,mp-744161,Tl9SbTe6,0.7573886,40.76231,-12.950477,1,9,16,3,540.0986236770360,8.383605948126670,33.75616397981470,-3.052108586875,-3.2103585868750000,-0.4445695293750000,0.0,-0.0034743834659094,0.6131000000000000,5.503,4.8899,4.92193633,0.0,0.0,0.0,0,0,,,,,,,,,334.079249614638,312.56045088552300,21.51879872911490,4.638835923926910
mp-17886,mp-744257,K2Al2Sb3,0.26176557,-7.8789163,-3.9790857,8,4,56,3,1811.2989664508600,3.648290127989340,32.34462440090820,-3.5203821323214300,-3.602667846607140,-0.44567452175,0.0,-0.0715124433928569,0.9634,4.0914,3.128,3.22717014,0.0,0.0,0.0,0,0,,,,,,,,,,,,
mp-21604,mp-744286,Sm3InS6,0.20857008,-16.870575,-11.08086,6,2,40,3,895.0848395791890,5.627027928775820,22.37712098947970,-5.86287018725,-6.1646701872500000,-1.9920560536250000,0.0,-0.0078795759375003,0.9909,5.2477,4.2568,4.38916797,0.0,0.0,0.0,0,0,,,,,,,,,,,,
mp-18447,mp-744826,K3Na2SnAs3,0.70751417,36.188396,-17.255436,1,9,36,4,1107.8146072005300,3.0383311508235600,30.772627977792500,-3.1303234522222200,-3.1303234522222200,-0.4677485080114950,0.0,-0.0375941519876543,0.5786000000000000,2.2158,1.6372,1.72454266,0.0008233,7.43174891041106E-07,0.000205825,0,0,,,,,,,,,,,,
mp-541811,mp-745309,Cs6K3GaSb4,0.690725,37.485077,-18.999722,1,9,28,4,1264.2580120974200,3.865457245251810,45.152071860622300,-2.43891724,-2.493774382857140,-0.4760806645775860,0.0,-0.0190578342857143,0.6365000000000000,2.8055,2.169,2.22032273,0.0011947,9.44981157776469E-07,0.00059735,0,0,,,,,,,,,,,,
