Distance_MPNN,Density_MPNN
-0.16035450987917538,0.0005276927002744691
-0.14884036010960702,0.0009386231657643672
-0.13732621034003867,0.0016192484001635572
-0.12581206057047029,0.0027104124587391857
-0.11429791080090193,0.004404258567725337
-0.10278376103133358,0.006951412600228388
-0.09126961126176522,0.01066395492319513
-0.07975546149219685,0.015912136521357978
-0.0682413117226285,0.023113405631021405
-0.05672716195306014,0.03271347888053534
-0.045213012183491774,0.04516072631898737
-0.03369886241392342,0.06087666790976128
-0.022184712644355065,0.08022643970056965
-0.01067056287478671,0.10349330172106184
0.0008435868947816727,0.1308604984504385
0.012357736664350027,0.16240225750590911
0.023871886433918382,0.1980839181795886
0.03538603620348674,0.23776970159938016
0.04690018597305509,0.2812358828662663
0.058414335742623474,0.32818715869988035
0.06992848551219183,0.3782745064795587
0.08144263528176018,0.43111330062660874
0.09295678505132854,0.4863005000233567
0.10447093482089692,0.5434293167356664
0.11598508459046525,0.6020993083434013
0.12749923436003363,0.6619199151508108
0.13901338412960196,0.7225065731299551
0.15052753389917034,0.7834706932704023
0.16204168366873872,0.8444074258399981
0.17355583343830705,0.9048871925821935
0.18506998320787543,0.9644573888795436
0.19658413297744376,1.0226587806002108
0.20809828274701214,1.0790570888991806
0.21961243251658052,1.1332850849371132
0.23112658228614885,1.1850858325291345
0.24264073205571723,1.2343452336548182
0.25415488182528556,1.281102929601394
0.26566903159485394,1.3255350453602293
0.2771831813644223,1.3679092028508397
0.28869733113399065,1.4085196974361593
0.30021148090355904,1.4476164336930195
0.31172563067312736,1.485343295301084
0.32323978044269575,1.521699314370923
0.33475393021226413,1.5565299099558145
0.34626807998183246,1.589547363392563
0.3577822297514008,1.6203719677054882
0.3692963795209692,1.6485801651223584
0.38081052929053755,1.6737449179988826
0.3923246790601059,1.695456837163131
0.4038388288296743,1.7133213273903916
0.41535297859924264,1.726935385104003
0.42686712836881097,1.7358554005465368
0.4383812781383793,1.7395721391973606
0.44989542790794773,1.7375093846415144
0.46140957767751606,1.7290579823545589
0.4729237274470844,1.7136480439990336
0.4844378772166528,1.6908509538911802
0.49595202698622115,1.6604925088397864
0.5074661767557895,1.622752059516647
0.5189803265253579,1.5782221619159356
0.5304944762949262,1.5279097148978447
0.5420086260644945,1.4731716710083635
0.5535227758340628,1.4155932295434124
0.5650369256036314,1.3568299791388814
0.5765510753731997,1.2984438582815172
0.588065225142768,1.2417634699227145
0.5995793749123364,1.1877919138982729
0.6110935246819047,1.1371721244119055
0.622607674451473,1.0902048817889407
0.6341218242210414,1.0469029028318861
0.6456359739906099,1.0070592342453055
0.6571501237601782,0.970310632142277
0.6686642735297466,0.9361849344201794
0.6801784232993149,0.9041318293218529
0.6916925730688832,0.8735447014399065
0.7032067228384515,0.8437845085045149
0.7147208726080201,0.8142143497859883
