Distance_MPNN,Density_MPNN
0.7262350223775884,0.7842472368400647
0.7377491721471567,0.7534025273351191
0.7492633219167251,0.7213613487312327
0.7607774716862934,0.6880097083452122
0.7722916214558617,0.6534598730187668
0.78380577122543,0.6180448374091214
0.7953199209949986,0.582285708960071
0.8068340707645669,0.5468363245228565
0.8183482205341353,0.5124126693446251
0.8298623703037036,0.47971648486998114
0.8413765200732719,0.4493628536161276
0.8528906698428402,0.4218206049863735
0.8644048196124086,0.397372203636754
0.8759189693819769,0.37609664129242704
0.8874331191515454,0.3578753004422729
0.8989472689211138,0.34241753674178665
0.9104614186906821,0.32930053174446605
0.9219755684602504,0.3180171599869158
0.9334897182298187,0.30802606276523714
0.9450038679993871,0.29879927717578725
0.9565180177689554,0.28986395460625536
0.968032167538524,0.2808354576201912
0.9795463173080923,0.27143943324291747
0.9910604670776606,0.26152073584217944
1.002574616847229,0.2510378909813754
1.0140887666167973,0.24004352081281535
1.0256029163863656,0.22865365896408973
1.037117066155934,0.21701148675559567
1.0486312159255025,0.20525273463294574
1.0601453656950708,0.1934799526410682
1.0716595154646391,0.1817507562536049
1.0831736652342074,0.1700814595246749
1.0946878150037758,0.1584633253986086
1.106201964773344,0.14688534443220527
1.1177161145429124,0.13535607220380427
1.129230264312481,0.12391800162662242
1.1407444140820493,0.11265079729837262
1.1522585638516176,0.1016634336216243
1.163772713621186,0.09107860644217453
1.1752868633907543,0.08101471913746922
1.1868010131603226,0.07157082329480817
1.1983151629298912,0.06281830655822926
1.2098293126994595,0.054800552119454726
1.2213434624690278,0.04753915260805641
1.2328576122385961,0.04104336642598134
1.2443717620081645,0.035318856235583666
1.2558859117777328,0.030372418510503103
1.2674000615473011,0.026211072136339636
1.2789142113168697,0.022835933049183788
1.290428361086438,0.02023310172208077
1.3019425108560063,0.018364796233546407
1.3134566606255746,0.017163909880662017
1.324970810395143,0.01653412394324617
1.3364849601647113,0.01635602637939019
1.3479991099342796,0.0164979199425682
1.3595132597038482,0.0168287039988425
1.3710274094734165,0.01722977620328028
1.3825415592429848,0.017603427706102126
1.3940557090125532,0.01787648032175231
1.4055698587821215,0.017999469562459514
1.4170840085516898,0.01794296344317243
1.4285981583212581,0.01769318859919802
1.4401123080908267,0.017248851914928278
1.451626457860395,0.01662006673490113
1.4631406076299633,0.015829044251382533
1.4746547573995317,0.014911204005326613
1.4861689071691,0.01391498652001103
1.4976830569386683,0.012899043547945183
1.5091972067082369,0.011926460837033043
1.5207113564778052,0.011056837600530622
1.5322255062473735,0.010337952600605719
1.5437396560169419,0.009799054917756797
1.5552538057865102,0.00944743189500635
1.5667679555560785,0.009268989706847443
1.5782821053256468,0.009232477096796574
1.5897962550952154,0.00929607606774563
1.6013104048647837,0.009414658280452447
1.612824554634352,0.009546146991672293
1.6243387044039204,0.009656001586591422
1.6358528541734887,0.009719579328646902
1.647367003943057,0.009722727251729174
1.6588811537126253,0.009661217345164317
1.670395303482194,0.009539537505356705
1.6819094532517622,0.009369236798010532
1.6934236030213305,0.009166732216598906
1.7049377527908989,0.008950418810268255
1.7164519025604672,0.008737154581331327
1.7279660523300355,0.008538614098674529
1.7394802020996039,0.008358395336354057
1.7509943518691724,0.008190882913898455
1.7625085016387407,0.00802258083406649
1.774022651408309,0.007835967738705108
1.7855368011778774,0.007615106037809418
1.7970509509474457,0.007351550208386855
1.808565100717014,0.007048816272896663
1.8200792504865826,0.006723925881476764
1.831593400256151,0.006405271928226432
1.8431075500257192,0.006127053128600663
1.8546216997952876,0.005921493437392346
1.866135849564856,0.00581071596169269
1.8776499993344242,0.00580029875980151
1.8891641491039926,0.00587616616201582
1.9006782988735609,0.006005672678283869
1.9121924486431292,0.006142730854952801
1.9237065984126975,0.006235877948530809
1.9352207481822663,0.0062375064504249424
1.9467348979518346,0.006112259382764407
1.958249047721403,0.005842855140326231
1.9697631974909713,0.005432273843391373
1.9812773472605396,0.0049021195670335745
1.992791497030108,0.004287832359837868
2.0043056467996765,0.0036320421699637304
2.015819796569245,0.0029775979771756752
2.027333946338813,0.002361651638724486
2.0388480961083815,0.0018117216211532702
2.05036224587795,0.0013440719422384707
2.061876395647518,0.0009641917669963475
2.0733905454170865,0.0006687822450338431
2.0849046951866548,0.0004485051633847864
2.0964188449562235,0.0002908032653624106
2.107932994725792,0.00018229397091733382
2.11944714449536,0.00011047942684925083
2.1309612942649285,6.473263717317086e-05
