,CGCNN,CGCNN,CGCNN,CGCNN,CGCNN,CGCNN,CGCNN,MPNN,MPNN,MPNN,MPNN,MPNN,MPNN,MPNN,GCN,GCN,GCN,GCN,GCN,GCN,GCN,SchNet,SchNet,SchNet,SchNet,SchNet,SchNet,SchNet,MEGNet,MEGNet,MEGNet,MEGNet,MEGNet,MEGNet,MEGNet
,Mean Nearest Distance,Standard Deviation of Nearest Distance,Median Nearest Distance,RMS of Target Differences,Standard Deviation of Target Differences,Median of Target Differences,Max of Target Differences,Mean Nearest Distance,Standard Deviation of Nearest Distance,Median Nearest Distance,RMS of Target Differences,Standard Deviation of Target Differences,Median of Target Differences,Max of Target Differences,Mean Nearest Distance,Standard Deviation of Nearest Distance,Median Nearest Distance,RMS of Target Differences,Standard Deviation of Target Differences,Median of Target Differences,Max of Target Differences,Mean Nearest Distance,Standard Deviation of Nearest Distance,Median Nearest Distance,RMS of Target Differences,Standard Deviation of Target Differences,Median of Target Differences,Max of Target Differences,Mean Nearest Distance,Standard Deviation of Nearest Distance,Median Nearest Distance,RMS of Target Differences,Standard Deviation of Target Differences,Median of Target Differences,Max of Target Differences
4,0.8174067073233076,0.4559524177696649,0.6094120732453953,0.1076087423225541,0.10760204470338035,0.05418833000000001,0.62698695,0.5515370776712177,0.2537386107525001,0.4622655980332081,0.1208040032874077,0.12080388622960998,0.058091700000000024,0.8109406699999999,0.8418523443327562,0.44647412619473437,0.6568852037359703,0.08512538483202378,0.08511481007095557,0.035445389999999966,0.39369029,0.706819263209116,0.39844016109646674,0.5406426016547331,0.11429641550002945,0.1142715057471058,0.05852736999999997,0.59556604,0.7991117583257872,0.4082267345057632,0.6270448639898106,0.09947120075695116,0.09946645990644834,0.05151735000000002,0.48222509999999996
