Distance_gc_10,Density_gc_10
-0.16136060057495755,0.0004756701515919939
-0.15042522493270347,0.0008952644908361641
-0.13948984929044939,0.0016241769560182437
-0.1285544736481953,0.002841427189217578
-0.11761909800594122,0.004796033388729654
-0.10668372236368714,0.007815143637229585
-0.09574834672143308,0.01230335118953644
-0.084812971079179,0.01872978206173043
-0.07387759543692492,0.027601903079275084
-0.06294221979467084,0.039428939919156164
-0.052006844152416756,0.05468242315224663
-0.041071468510162676,0.07376502013829475
-0.03013609286790861,0.09699946079467349
-0.01920071722565453,0.12464554448964675
-0.008265341583400448,0.1569448999921488
0.002670034058853632,0.19418235079996252
0.013605409701107712,0.2367431565589004
0.024540785343361793,0.28514134223074267
0.03547616098561587,0.33999880338235783
0.046411536627869954,0.40196796691250136
0.057346912270124034,0.47160897421478964
0.06828228791237811,0.5492493868010597
0.0792176635546322,0.6348635563682484
0.09015303919688628,0.7280056394498373
0.10108841483914033,0.8278148446496707
0.11202379048139444,0.9330889015482378
0.12295916612364849,1.0424002820994684
0.1338945417659026,1.1542178505323473
0.14482991740815665,1.2669994011894394
0.15576529305041076,1.3792371815141464
0.1667006686926648,1.4894622560680817
0.17763604433491892,1.596234138179979
0.18857141997717297,1.6981497343760472
0.19950679561942702,1.793895429115756
0.21044217126168113,1.882340852952436
0.22137754690393519,1.96264278321889
0.2323129225461893,2.0343069819829727
0.24324829818844335,2.0971569898109492
0.25418367383069745,2.151186474025683
0.2651190494729515,2.1963187425874904
0.2760544251152056,2.232146172701469
0.28698980075745967,2.257751921898902
0.2979251763997138,2.271709454944826
0.30886055204196783,2.272308231051437
0.31979592768422194,2.2579790856373836
0.330731303326476,2.227816365224484
0.3416666789687301,2.182045251382694
0.3526020546109842,2.1222829183489136
0.3635374302532382,2.051494394035395
0.3744728058954923,1.9736315504980624
0.3854081815377464,1.8930362932067089
0.3963435571800004,1.8137550026687475
0.4072789328222545,1.738929826643292
0.41821430846450863,1.6704010981526212
0.42914968410676274,1.6085892111067637
0.44008505974901674,1.552648808748828
0.45102043539127085,1.5008272197888826
0.46195581103352495,1.45092709895728
0.47289118667577906,1.4007717812351925
0.48382656231803306,1.3485925494573159
0.49476193796028717,1.293287628407391
0.5056973136025413,1.2345330773800518
0.5166326892447954,1.1727506359732378
0.5275680648870493,1.1089562098748067
0.5385034405293034,1.0445262088234981
0.5494388161715575,0.980927952658873
0.5603741918138117,0.9194638744421468
0.5713095674560658,0.8610754410548916
0.5822449430983199,0.80624048084122
0.593180318740574,0.754977990773526
0.6041156943828279,0.7069511088767021
0.615051070025082,0.6616372477593342
0.6259864456673361,0.6185200950909223
0.6369218213095902,0.5772553415137235
0.6478571969518443,0.5377715048240602
0.6587925725940984,0.5002863710524764
0.6697279482363525,0.46524278897358934
0.6806633238786066,0.43318814399987216
0.6915986995208605,0.40463413392337255
0.7025340751631146,0.37993457009144105
0.7134694508053687,0.3592094522546768
0.7244048264476228,0.34232724438880974
0.7353402020898769,0.3289396054998119
0.746275577732131,0.31854925811979873
0.7572109533743852,0.31058593501941
0.768146329016639,0.3044683534130414
0.7790817046588931,0.2996398994878603
0.7900170803011473,0.29557803966958107
0.8009524559434014,0.29178774847312944
0.8118878315856555,0.2877939684958078
0.8228232072279096,0.2831461732810981
0.8337585828701637,0.2774409474006258
0.8446939585124178,0.2703593788293237
0.8556293341546719,0.2617086152491677
0.866564709796926,0.2514538117778929
0.8775000854391799,0.23972870445376707
0.888435461081434,0.22681910252498017
0.8993708367236881,0.21312134400537225
0.9103062123659422,0.1990845221694644
0.9212415880081963,0.18514899976862215
0.9321769636504504,0.17169355138716613
0.9431123392927045,0.15899995509672177
0.9540477149349584,0.14723856102905236
0.9649830905772125,0.13647320774851415
0.9759184662194667,0.12668034636804335
0.9868538418617208,0.11777597140604541
0.9977892175039749,0.10964458267752138
1.008724593146229,0.10216595014336116
1.019659968788483,0.09523694231408626
1.0305953444307372,0.08878659781185352
1.041530720072991,0.08278308423367003
1.0524660957152452,0.07723171819169075
1.0634014713574993,0.07216430116929558
1.0743368469997534,0.06762171912188707
1.0852722226420075,0.06363357719863055
1.0962075982842616,0.0601997875338651
1.1071429739265157,0.05727880658299873
1.1180783495687696,0.05478547493097012
1.1290137252110237,0.05259869116405524
1.1399491008532778,0.05057648351284837
1.150884476495532,0.04857445165838355
1.161819852137786,0.04646353208782357
1.1727552277800402,0.04414431488724098
1.1836906034222943,0.04155683694134169
1.1946259790645484,0.03868595311371528
1.2055613547068023,0.03556258077432478
1.2164967303490564,0.03226059021814086
1.2274321059913105,0.028888655239567605
1.2383674816335646,0.0255767378720054
1.2493028572758187,0.02245825498676727
1.2602382329180728,0.01965081798192526
1.271173608560327,0.017239747669160612
1.2821089842025808,0.01526846012921912
1.293044359844835,0.013738057968459415
1.303979735487089,0.012615631149840963
1.3149151111293431,0.011848015179087103
1.3258504867715972,0.011376216192041015
1.3367858624138513,0.011145995052421094
1.3477212380561054,0.011112008509703782
1.3586566136983595,0.01123557106137673
1.3695919893406134,0.011478426471021732
1.3805273649828675,0.011796062042069153
1.3914627406251217,0.012133801718213218
1.4023981162673758,0.012427517045707106
1.4133334919096299,0.012608993260460914
1.424268867551884,0.012614475782861574
1.435204243194138,0.012394118649111014
1.446139618836392,0.011920020223323663
1.457074994478646,0.011191062714740895
1.4680103701209002,0.010233588576958908
1.4789457457631543,0.009097821576989826
