Point Index,Nearest Distance,Nearest Point Index,Target Difference
0,0.09885172769537241,92,0.022581359999999995
1,0.695971269754723,2,-0.07452626000000007
2,0.009198966952869942,899,0.015271400000000046
3,0.4085277320381693,109,0.10305700000000007
4,0.08872667924384424,935,0.048395999999999995
5,0.031165635165195518,31,0.019109299999999996
6,0.29264890316042524,73,0.09792144999999997
7,0.49921244458246505,8,-0.00973489999999999
8,0.49921244458246505,7,0.00973489999999999
9,0.5900893040023685,32,0.10254830000000004
10,0.17946581641006937,16,-0.030241930000000083
11,0.3470924151565982,61,0.01944984000000005
12,0.12948512229982423,923,0.08703349999999999
13,0.20282698567005214,452,0.15991175000000002
14,1.196312493653728,690,0.23663359999999994
15,1.0112437703541128,497,0.10492444999999995
16,0.17946581641006937,10,0.030241930000000083
17,0.4098417684017958,933,0.04539465999999992
18,1.01083679279941,858,0.48048803
19,0.5791003929736634,78,0.05151735000000002
20,0.4298826374872552,22,-0.26093414000000004
21,1.1127940296003647,185,0.17965774
22,0.36123549594412463,465,0.31324675
23,0.6266965264081162,912,0.09519003000000004
24,0.4869913737326354,918,0.0032491000000000048
25,0.2660929149376212,934,0.18602829999999992
26,0.47842757564952165,93,0.004711339999999953
27,0.3270707644058084,177,0.2427533
28,0.48621403297647603,919,0.20823004
29,0.235251679775017,74,-0.1380439
30,0.8310953797994542,23,0.027959529999999955
31,0.031165635165195518,5,-0.019109299999999996
32,0.5900893040023685,9,-0.10254830000000004
33,0.5616117151518829,31,0.19952544000000005
34,0.39076299333120174,460,0.10088206
35,0.8873657754408599,512,0.054730499999999904
36,0.6763392348033197,95,0.19357769999999996
37,0.8023376330822325,547,0.06133254999999993
38,0.3417393694124807,39,0.02010537000000001
39,0.1998352160281075,183,0.16593252999999997
40,1.0146857672112086,13,-0.10961444999999992
41,0.04895465136879259,42,0.08414169999999999
42,0.04895465136879259,41,-0.08414169999999999
43,0.18889976569929906,78,-0.07567115000000002
44,0.15646719336864165,95,0.0811073000000001
45,0.8097668432105691,506,0.12140390000000001
46,0.5520022645288691,993,0.3908201
47,0.35661557606954,935,0.0873372
48,0.15745293122708034,96,-0.011641530000000011
49,0.43368853557926884,71,-0.011754260000000016
50,0.2005175665147557,64,-0.015457499999999902
51,0.7406181460226308,469,0.07588017000000002
