Point Index,Nearest Distance,Nearest Point Index,Target Difference
0,0.5590679076858637,923,0.11307299999999998
1,0.9696119421070927,13,-0.11539811
2,0.7269052861076833,75,0.03509479999999998
3,0.5129016046026758,905,-0.010832799999999976
4,0.4134042241636647,897,-0.022327860000000088
5,0.3746019708704156,31,0.019109299999999996
6,0.34607277666121006,73,0.09792144999999997
7,0.4916951648823593,16,-0.029096830000000073
8,0.42863622524998946,1045,0.22104326999999996
9,0.4758575421867344,905,0.06056879999999998
10,0.5108712539757544,7,-0.00114510000000001
11,0.29906496510305475,56,-0.04338295999999997
12,0.2465962744492505,47,-0.033814699999999975
13,0.4786860755119161,935,0.14583245
14,0.2852958276741008,228,0.3246048999999999
15,0.8940532421175144,63,-0.25282724999999995
16,0.4916951648823593,7,0.029096830000000073
17,0.38739322941591214,490,0.0744565599999999
18,0.7534288724026976,272,0.29896577
19,0.4074006064232118,163,0.2949397
20,0.5773479805119961,220,0.16909163999999993
21,0.4774638446465762,1048,0.26351638
22,0.40335342237180793,634,0.59353897
23,0.12843769275800646,497,0.10225302999999997
24,0.37026343340923895,100,-0.06422059999999996
25,0.40672382227255954,104,0.026560069999999936
26,0.18843915231447741,893,0.054497129999999894
27,0.6312996674670409,896,0.05546424999999999
28,0.46965737907755656,106,0.11379189
29,0.3387264739240225,74,-0.1380439
30,0.6252821237201658,501,0.07473445999999995
31,0.3746019708704156,5,-0.019109299999999996
32,0.4064759756000298,66,-0.014636760000000026
33,0.27471264082536856,95,0.04602944000000009
34,0.279365726459063,205,0.18600457000000004
35,0.5181156809772216,180,0.1360967999999999
36,0.35322384632128095,863,0.8109406699999999
37,0.4393205717389063,455,0.06839324999999996
38,0.5972242764194846,917,0.09509296
39,0.46031442444663123,218,0.17680573
40,0.40324527204295846,96,-0.029336499999999988
41,0.08796404849709841,534,0.17273915000000006
42,0.5450402432481452,966,0.18897808000000005
43,0.49137353112372384,19,-0.12718850000000004
44,0.5884272136817357,95,0.0811073000000001
45,0.617738846154496,89,-0.26725464
46,0.33806774714864424,993,0.3908201
47,0.2465962744492505,12,0.033814699999999975
48,0.5243684696708975,501,0.046443769999999995
49,0.39853916343692564,155,0.28101098999999996
50,0.22858024376791533,64,-0.015457499999999902
51,0.20399994097303262,517,0.12910747
52,0.8212445270989618,551,0.23655892
53,0.623822680816433,9,-0.04553014
54,0.36625792671422136,83,0.013340760000000063
55,0.6803819062312065,451,0.04641549999999994
56,0.29906496510305475,11,0.04338295999999997
57,0.617554630380176,749,0.18556599999999995
58,0.3321200921007288,901,0.09595559999999992
59,0.6407053975151148,769,0.23315539999999996
60,1.1360303309788875,899,-0.00845686000000001
61,0.6145475678548,89,-0.17888404000000002
62,0.3238955530228848,905,-0.060929299999999964
63,0.3932234068874971,86,0.17827249999999994
64,0.22858024376791533,50,0.015457499999999902
65,0.6007710610873332,899,-0.020222459999999942
66,0.3456394316929183,523,0.14208383000000002
67,0.36407101573731404,491,0.06367959999999995
68,0.7270425083858574,907,-0.004602299999999948
69,0.584606666400579,480,0.15660989999999997
70,0.4622655980332081,473,0.11314435999999994
71,0.4695401065587993,1065,0.52708937
72,0.28917519962991134,73,0.10108395000000003
73,0.28917519962991134,72,-0.10108395000000003
74,0.3387264739240225,29,0.1380439
75,0.4743859332326345,4,0.021469800000000094
76,0.4679790192784731,895,-0.22701815000000003
77,0.4187958410789197,101,-0.06126648000000001
78,0.4563694156031955,110,-0.14218375000000005
79,0.43870439360120195,953,0.25520926
80,0.2767728188334245,110,-0.1360051
81,0.25061604471581667,170,0.10737624000000001
82,0.39238353189195146,496,0.11593550000000008
83,0.36625792671422136,54,-0.013340760000000063
84,0.4249308083370774,1029,0.42855337000000004
85,0.5782647922163364,530,0.28128129999999996
86,0.3932234068874971,63,-0.17827249999999994
87,0.7492841839388854,454,0.05711066000000009
88,0.8136488828628705,99,0.23007316
89,0.6145475678548,61,0.17888404000000002
90,0.1397820380163355,464,0.06591210000000003
91,0.5204007059218846,863,0.4759485
92,0.47967006891767694,76,-0.13162321
93,0.26346118129621937,894,0.10319900999999998
94,0.3179437775833944,475,0.12120549999999997
95,0.27471264082536856,33,-0.04602944000000009
96,0.40324527204295846,40,0.029336499999999988
97,0.5943213750934736,40,0.0798778699999999
98,0.3408138580545071,163,0.13283830000000008
