Distance_SchNet,Density_SchNet
-0.2858941577737028,0.0011192918909188954
-0.26356337627939774,0.0023005269480324705
-0.24123259478509268,0.004508477897939565
-0.21890181329078764,0.00842870898001329
-0.19657103179648258,0.015040721013768061
-0.17424025030217752,0.025635765159075494
-0.15190946880787248,0.04176779968426318
-0.12957868731356742,0.06511273468262611
-0.10724790581926236,0.0972309878495632
-0.0849171243249573,0.13926049899880769
-0.06258634283065223,0.1916021395326772
-0.040255561336347195,0.2536817227759289
-0.01792477984204216,0.3238684344953334
0.004406001652262903,0.3995938846570844
0.026736783146567966,0.4776592834633088
0.04906756464087303,0.5546626178883223
0.07139834613517809,0.6274465976684935
0.09372912762948316,0.6934733055988742
0.11605990912378822,0.7510661254326801
0.13839069061809328,0.799502829560206
0.16072147211239834,0.8389744991425915
0.18305225360670335,0.8704351601299088
0.20538303510100842,0.8953653998451315
0.22771381659531348,0.9154762643520641
0.2500445980896185,0.9323964342780622
0.2723753795839236,0.9474079795846178
0.2947061610782286,0.9613029352884318
0.31703694257253373,0.9744064864410354
0.33936772406683874,0.9867538268103739
0.36169850556114386,0.9983411853768753
0.38402928705544886,1.0093325709687182
0.406360068549754,1.0201176853820464
0.428690850044059,1.031181697773579
0.451021631538364,1.0428350544164273
0.4733524130326691,1.054919680342194
0.4956831945269741,1.0666246346580006
0.5180139760212792,1.0765025665121852
0.5403447575155842,1.0826985361357335
0.5626755390098894,1.0833211979454382
0.5850063205041944,1.0768374001648633
0.6073371019984994,1.0623721979664296
0.6296678834928044,1.0398410957465827
0.6519986649871095,1.0099057442517712
0.6743294464814147,0.9737988379849488
0.6966602279757197,0.9330884303236979
0.7189910094700247,0.889444074859458
0.7413217909643297,0.8444411191269611
0.7636525724586347,0.7994147995016473
0.7859833539529397,0.7553651746245521
0.808314135447245,0.7129163262550859
0.83064491694155,0.6723371706077881
0.852975698435855,0.6336251578851284
0.87530647993016,0.5966362192571463
0.8976372614244652,0.5612241757878061
0.9199680429187702,0.5273445651838818
0.9422988244130752,0.4950896085815858
0.9646296059073802,0.46464881667791863
0.9869603874016852,0.4362197023863369
1.0092911688959905,0.40991040013809044
1.0316219503902955,0.3856736993184598
1.0539527318846005,0.36329399539212875
