Distance_SchNet,Density_SchNet
1.0762835133789055,0.3424258444611282
1.0986142948732107,0.3226657632849879
1.1209450763675157,0.3036325086727661
1.1432758578618207,0.28503386231919114
1.1656066393561257,0.26670552130899644
1.1879374208504307,0.2486164222328964
1.210268202344736,0.23084324798646855
1.232598983839041,0.21352445302156609
1.254929765333346,0.1968095064223853
1.277260546827651,0.18081978398027368
1.2995913283219562,0.16563204595774617
1.3219221098162612,0.15128508674033753
1.3442528913105662,0.13779957391402245
1.3665836728048713,0.12519591792078702
1.3889144542991763,0.11349828599638365
1.4112452357934815,0.10272283225233504
1.4335760172877865,0.09285902331870348
1.4559067987820915,0.08385814002755416
1.4782375802763965,0.07563951705298634
1.5005683617707017,0.06811496974584196
1.5228991432650067,0.06122114578703539
1.5452299247593118,0.05494440813679728
1.5675607062536168,0.04932604962288252
1.5898914877479218,0.04444510492840052
1.612222269242227,0.04038642675293686
1.634553050736532,0.03720763516400364
1.656883832230837,0.034917482603130115
1.679214613725142,0.033471411749101995
1.701545395219447,0.03278163831457659
1.7238761767137523,0.03273330411882275
1.7462069582080573,0.03319756036509371
1.7685377397023623,0.03403644554109015
1.7908685211966673,0.035100434382750206
1.8131993026909723,0.03622422775791002
1.8355300841852773,0.03722749904255817
1.8578608656795823,0.03792475638562375
1.8801916471738878,0.038143947562858535
1.9025224286681928,0.03774938898407893
1.9248532101624978,0.036662867968734074
1.9471839916568028,0.034877692585364044
1.9695147731511078,0.032463001290129995
1.9918455546454128,0.029558203043942737
2.014176336139718,0.02635886352299317
2.036507117634023,0.02309557613371016
2.058837899128328,0.020007142339446102
2.0811686806226333,0.017309750999876767
2.1034994621169383,0.015165288520713485
2.1258302436112433,0.013653994469127791
2.1481610251055483,0.012758167397895618
2.1704918065998533,0.01236311722042749
2.1928225880941583,0.012278301141504262
2.2151533695884633,0.012276089406208026
2.2374841510827683,0.012139718231886181
2.2598149325770733,0.011708169323225904
2.282145714071379,0.010905908808118446
2.304476495565684,0.009749960871472051
2.326807277059989,0.008334071021451004
2.349138058554294,0.006796839744454598
2.371468840048599,0.005284887768706401
2.393799621542904,0.003921982088522326
2.416130403037209,0.0027911956948915816
2.438461184531514,0.0019316368383075053
2.460791966025819,0.0013464191290148584
2.4831227475201243,0.0010159358730510873
2.5054535290144293,0.0009104953103910167
2.5277843105087343,0.0009982932191527772
2.5501150920030393,0.0012474372299550117
2.5724458734973443,0.001623279266466811
2.5947766549916493,0.0020839830528539514
2.6171074364859543,0.0025777193853552057
2.6394382179802593,0.0030440996695851245
2.6617689994745644,0.0034206840090325497
2.68409978096887,0.0036532159269393417
2.706430562463175,0.0037064565721016242
2.72876134395748,0.003571879466839284
2.751092125451785,0.0032693775520671615
2.77342290694609,0.0028422037840737024
2.795753688440395,0.0023467355310640664
2.8180844699347,0.0018403091641505484
2.840415251429005,0.0013706757872073978
2.86274603292331,0.0009696072750387457
2.8850768144176153,0.0006514395342229102
2.9074075959119203,0.00041568988858933456
2.9297383774062253,0.0002519311720526373
2.9520691589005303,0.0001450145062685702
2.9743999403948354,7.927898536903209e-05
2.9967307218891404,4.1164402109557275e-05
3.0190615033834454,2.0300308317677313e-05
3.0413922848777504,9.508249065904258e-06
3.0637230663720554,4.2297583681799686e-06
3.086053847866361,1.7870950858897807e-06
3.108384629360666,7.171282921635326e-07
3.130715410854971,2.733148009201945e-07
3.153046192349276,9.893423686643342e-08
3.175376973843581,3.401325350305816e-08
3.197707755337886,1.1106613822639421e-08
3.220038536832191,3.4462643157016753e-09
3.242369318326496,1.0229962421980864e-09
3.264700099820801,3.1848487547874026e-10
3.2870308813151063,2.0981302909436867e-10
3.3093616628094114,5.137743706174246e-10
3.3316924443037164,1.7342140241512403e-09
3.3540232257980214,5.7442286991913426e-09
3.3763540072923264,1.811214356239594e-08
3.3986847887866314,5.4249179958625626e-08
3.4210155702809364,1.543257037850756e-07
3.4433463517752414,4.169661198004491e-07
3.4656771332695464,1.0699916426380141e-06
3.4880079147638514,2.607816914222917e-06
3.510338696258157,6.03657920869368e-06
3.532669477752462,1.3271554741286318e-05
3.555000259246767,2.7712122831123936e-05
3.577331040741072,5.495850131518195e-05
3.599661822235377,0.00010351828315286347
3.621992603729682,0.00018518948902446577
3.644323385223987,0.00031465359608310505
3.666654166718292,0.0005077689719619703
3.688984948212597,0.0007782456682103432
3.7113157297069024,0.001132881170216198
3.7336465112012074,0.0015662789026073185
3.7559772926955124,0.0020566999204769884
3.7783080741898174,0.002565014696657801
3.8006388556841224,0.0030382665883989532
3.8229696371784274,0.003418054562459289
3.8453004186727324,0.003652154973182465
3.8676312001670374,0.003706265252333249
3.8899619816613424,0.0035722421577731554
3.9122927631556474,0.0032701101257968284
3.9346235446499525,0.0028431577627792627
3.9569543261442575,0.0023477758578689914
3.9792851076385625,0.001841320547760681
4.001615889132868,0.001371574051204424
4.023946670627174,0.0009703450930784664
4.046277452121479,0.0006520040018523245
4.068608233615784,0.00041609395081523197
4.090939015110089,0.0002522026445345926
4.113269796604394,0.0001451860747010669
4.135600578098699,7.938114969144311e-05
4.157931359593004,4.122179497253245e-05
