Distance_GCN,Density_GCN
3.408929070491172,0.00039549844920627313
3.4314405217228217,0.0002584769020524084
3.4539519729544716,0.00016819288325755824
3.476463424186121,0.00011669524009447495
3.4989748754177707,9.824334272244493e-05
3.5214863266494207,0.00011052190787349898
3.5439977778810703,0.00015508800784218928
3.56650922911272,0.00023707297983996853
3.58902068034437,0.0003641229445276653
3.6115321315760194,0.0005445549127522752
3.634043582807669,0.0007847963552958507
3.656555034039319,0.0010863828231339355
3.679066485270969,0.0014430619977563886
3.701577936502618,0.001838781918070761
3.724089387734268,0.002247387233959174
3.746600838965917,0.0026346056040818886
3.769112290197567,0.002962371561545683
3.791623741429217,0.003194835520611776
3.814135192660866,0.003304777155300977
3.836646643892516,0.0032788416871716713
3.859158095124166,0.0031202060587575357
3.8816695463558153,0.002847938803885325
3.9041809975874653,0.002493231335263077
3.9266924488191153,0.0020935293096188664
3.9492039000507644,0.001686087308743923
3.9717153512824144,0.001302463670714938
3.9942268025140644,0.0009650186852586825
4.0167382537457135,0.0006857887737114779
4.0392497049773635,0.0004674439739534569
4.0617611562090135,0.0003055999679786212
4.084272607440663,0.00019162915665957286
4.1067840586723126,0.00011525357811899268
4.1292955099039625,6.648624277367464e-05
4.151806961135612,3.678694389196933e-05
