Distance_GCN,Density_GCN
-0.32797183396267654,0.0007336875289132771
-0.3054603827310268,0.0014078084836664291
-0.28294893149937717,0.0025989854263928592
-0.26043748026772745,0.00461777836811686
-0.2379260290360778,0.007899415748354953
-0.21541457780442808,0.013016074936511598
-0.1929031265727784,0.020668590075186705
-0.1703916753411287,0.031648128825558015
-0.147880224109479,0.046762449879057054
-0.12536877287782933,0.06672936305251462
-0.10285732164617964,0.09205065743548303
-0.08034587041452995,0.12288997506361803
-0.05783441918288024,0.15898379911304888
-0.03532296795123058,0.19961236742329128
-0.012811516719580862,0.24364580620765477
0.009699934512068797,0.28966260417421097
0.03221138574371851,0.3361184649398905
0.05472283697536823,0.3815304931806487
0.07723428820701789,0.4246395947755638
0.0997457394386676,0.46452349823725114
0.12225719067031726,0.5006496023245132
0.14476864190196698,0.5328736471311453
0.16728009313361664,0.5614003558439339
0.1897915443652663,0.5867229790518392
0.21230299559691607,0.6095524068670071
0.23481444682856573,0.6307388552425527
0.2573258980602154,0.6511855703486488
0.27983734929186516,0.6717565948501004
0.3023488005235148,0.6931869884748231
0.3248602517551645,0.7160088295051397
0.34737170298681413,0.7405053541652892
0.3698831542184639,0.7666979090711837
0.39239460545011356,0.7943596312476686
0.4149060566817632,0.8230420315703115
0.437417507913413,0.8521009130668028
0.45992895914506265,0.8807169789005904
0.4824404103767123,0.9079195500360713
0.5049518616083619,0.9326313096632707
0.5274633128400117,0.953751055612972
0.5499747640716615,0.9702780578076405
0.572486215303311,0.9814604188831
0.5949976665349608,0.9869305060329224
0.6175091177666105,0.9867833164326532
0.6400205689982601,0.9815641562392867
0.6625320202299099,0.9721579436131915
0.6850434714615596,0.9596041479729118
0.7075549226932092,0.944886161130819
0.730066373924859,0.9287518685765652
0.7525778251565087,0.9116106638870243
0.7750892763881583,0.8935264480875322
0.797600727619808,0.8742966565407243
0.8201121788514578,0.8535845975077563
0.8426236300831074,0.8310628296413415
0.8651350813147571,0.8065296128687883
0.8876465325464069,0.7799745515586726
0.9101579837780565,0.7515872213133296
0.9326694350097062,0.7217181634860692
0.955180886241356,0.6908115242094582
0.9776923374730055,0.6593315328417673
1.0002037887046553,0.6277016159107688
1.0227152399363049,0.596267239878842
1.0452266911679546,0.5652843831583996
1.0677381423996044,0.5349278140684837
1.090249593631254,0.5053093632418197
1.1127610448629037,0.4764968976760551
1.1352724960945535,0.44852868195070356
1.157783947326203,0.4214228549158229
1.1802953985578528,0.3951852544994077
1.2028068497895026,0.3698192274401063
1.2253183010211521,0.34533853710654494
1.247829752252802,0.3217807234458886
1.2703412034844515,0.2992155292524701
1.2928526547161012,0.27774294778302566
1.315364105947751,0.2574783665276356
1.3378755571794005,0.23852704631423496
1.3603870084110503,0.22095478927583015
1.3828984596427,0.2047641460780717
1.4054099108743496,0.18988475622453257
1.4279213621059994,0.17618252118737407
1.4504328133376492,0.16348656470858347
1.4729442645692987,0.15162728368727682
1.4954557158009485,0.14047512157882094
1.5179671670325983,0.1299691762878879
1.5404786182642478,0.12012749323917894
1.5629900694958976,0.11103597722328197
1.5855015207275471,0.10281872020782298
1.608012971959197,0.0955974975515891
1.6305244231908467,0.08945090076680806
1.6530358744224962,0.08438339751048775
1.6755473256541462,0.08031168378077237
1.6980587768857958,0.07707090060085699
1.7205702281174453,0.07443801985628463
1.7430816793490949,0.07216549424440796
1.7655931305807449,0.07001632944085838
1.7881045818123944,0.06779255072956943
1.810616033044044,0.06535214047829306
1.833127484275694,0.06261366443020311
1.8556389355073435,0.05955142436886442
1.878150386738993,0.05618583708661215
1.900661837970643,0.05257342414239486
1.9231732892022926,0.04879881558711421
1.9456847404339421,0.044968666907115935
1.9681961916655921,0.04120557788815773
1.9907076428972417,0.0376397354055376
2.013219094128891,0.03439709054546775
2.035730545360541,0.031584781222115395
2.0582419965921908,0.029276289457730816
2.0807534478238403,0.027499691293949663
2.1032648990554903,0.026231995030651236
2.12577635028714,0.02540118411337884
2.1482878015187894,0.02489576628040887
2.1707992527504394,0.024580031964158262
2.193310703982089,0.024312285937681807
2.2158221552137385,0.023963136148846702
2.2383336064453885,0.023431303571032472
2.260845057677038,0.02265503764256578
2.2833565089086876,0.021617845842362864
2.305867960140337,0.02034782974195638
2.328379411371987,0.01891058137794968
2.3508908626036367,0.017396462092805775
2.373402313835286,0.01590413316545993
2.395913765066936,0.01452317645968826
2.4184252162985858,0.01331913220512833
2.4409366675302353,0.01232395091751903
2.4634481187618853,0.011533646366500535
2.485959569993535,0.010913155425553338
2.5084710212251844,0.010406638802586125
2.5309824724568344,0.009950296198625605
2.553493923688484,0.009484573659733415
2.5760053749201335,0.008963365630894555
2.5985168261517835,0.008359066840070147
2.621028277383433,0.007663579604400721
2.6435397286150826,0.006886214970487717
2.6660511798467326,0.006049699572734467
2.688562631078382,0.005185343909512169
2.7110740823100317,0.004328107071746727
2.7335855335416817,0.003512036225224599
2.756096984773331,0.002766450020856291
2.7786084360049808,0.002113213995475304
2.8011198872366307,0.0015654041793489088
2.8236313384682803,0.0011274923523462571
2.84614278969993,0.0007969211376379888
2.8686542409315794,0.000566650707349043
2.8911656921632294,0.0004280498258541352
2.913677143394879,0.00037343606749302017
2.9361885946265285,0.0003976538398704869
2.9587000458581785,0.0004982867539011502
2.981211497089828,0.000674393924323193
3.0037229483214776,0.0009240011088880655
3.0262343995531276,0.0012409241032246522
3.048745850784777,0.001611786098247142
3.0712573020164267,0.002014216982224926
3.0937687532480767,0.002417093752151202
3.116280204479726,0.0027832530184184567
3.1387916557113757,0.0030744406758663086
3.1613031069430257,0.0032575419533816784
3.1838145581746753,0.0033106107539192372
3.206326009406325,0.003227114683921419
3.228837460637975,0.003017217954339498
3.2513489118696244,0.0027057297334396407
3.273860363101274,0.002327277637204211
3.296371814332924,0.0019199986143073136
3.3188832655645735,0.0015193308290699363
3.341394716796223,0.0011532796453484929
3.363906168027873,0.0008399489090716806
3.3864176192595226,0.0005874224067945966
